uniprot_accession,protein_name,pathway,compound,cid
Q969Z3,Mitochondrial amidoxime reducing component 2,Reactome_R-HSA-211945,caffeine,2519
Q96DG6,Carboxymethylenebutenolidase homolog,Reactome_R-HSA-211945,caffeine,2519
Q96RI1,Bile acid receptor,Reactome_R-HSA-211945,caffeine,2519
Q96SQ9,Cytochrome P450 2S1,Reactome_R-HSA-211945,caffeine,2519
Q99518,Flavin-containing monooxygenase 2,Reactome_R-HSA-211945,caffeine,2519
Q9HB55,Cytochrome P450 3A43,Reactome_R-HSA-211945,caffeine,2519
Q9NR19,"Acetyl-coenzyme A synthetase, cytoplasmic",Reactome_R-HSA-211945,caffeine,2519
Q9NUB1,"Acetyl-coenzyme A synthetase 2-like, mitochondrial",Reactome_R-HSA-211945,caffeine,2519
Q9NWM0-3,SMOX_HUMAN,Reactome_R-HSA-211945,caffeine,2519
Q9NYL5,24-hydroxycholesterol 7-alpha-hydroxylase,Reactome_R-HSA-211945,caffeine,2519
Q9UNU6,7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase,Reactome_R-HSA-211945,caffeine,2519
Q9Y6A2,Cholesterol 24-hydroxylase,Reactome_R-HSA-211945,caffeine,2519
A9YTQ3,Aryl hydrocarbon receptor repressor,Reactome_R-HSA-211897,caffeine,2519
O15528,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",Reactome_R-HSA-211897,caffeine,2519
P01189,Pro-opiomelanocortin,Reactome_R-HSA-211897,caffeine,2519
P04798,Cytochrome P450 1A1,Reactome_R-HSA-211897,caffeine,2519
P05108,"Cholesterol side-chain cleavage enzyme, mitochondrial",Reactome_R-HSA-211897,caffeine,2519
P05177,Cytochrome P450 1A2,Reactome_R-HSA-211897,caffeine,2519
P08686,Steroid 21-hydroxylase,Reactome_R-HSA-211897,caffeine,2519
P11511,Aromatase,Reactome_R-HSA-211897,caffeine,2519
P16435,NADPH--cytochrome P450 reductase,Reactome_R-HSA-211897,caffeine,2519
P19099,"Cytochrome P450 11B2, mitochondrial",Reactome_R-HSA-211897,caffeine,2519
P19793,Retinoic acid receptor RXR-alpha,Reactome_R-HSA-211897,caffeine,2519
P22570,"NADPH:adrenodoxin oxidoreductase, mitochondrial",Reactome_R-HSA-211897,caffeine,2519
P24557,Thromboxane-A synthase,Reactome_R-HSA-211897,caffeine,2519
P35869,Aryl hydrocarbon receptor,Reactome_R-HSA-211897,caffeine,2519
Q02318,"Sterol 26-hydroxylase, mitochondrial",Reactome_R-HSA-211897,caffeine,2519
Q07973,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",Reactome_R-HSA-211897,caffeine,2519
Q15596,Nuclear receptor coactivator 2,Reactome_R-HSA-211897,caffeine,2519
Q15788,Nuclear receptor coactivator 1,Reactome_R-HSA-211897,caffeine,2519
Q16678,Cytochrome P450 1B1,Reactome_R-HSA-211897,caffeine,2519
Q16850,Lanosterol 14-alpha demethylase,Reactome_R-HSA-211897,caffeine,2519
Q6NT55,Ultra-long-chain fatty acid omega-hydroxylase,Reactome_R-HSA-211897,caffeine,2519
Q6V0L0,Cytochrome P450 26C1,Reactome_R-HSA-211897,caffeine,2519
Q6VVX0,Vitamin D 25-hydroxylase,Reactome_R-HSA-211897,caffeine,2519
Q6ZWL3,Cytochrome P450 4V2,Reactome_R-HSA-211897,caffeine,2519
Q7Z449,Cytochrome P450 2U1,Reactome_R-HSA-211897,caffeine,2519
Q96RI1,Bile acid receptor,Reactome_R-HSA-211897,caffeine,2519
Q96SQ9,Cytochrome P450 2S1,Reactome_R-HSA-211897,caffeine,2519
Q9HB55,Cytochrome P450 3A43,Reactome_R-HSA-211897,caffeine,2519
Q9NYL5,24-hydroxycholesterol 7-alpha-hydroxylase,Reactome_R-HSA-211897,caffeine,2519
Q9UNU6,7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase,Reactome_R-HSA-211897,caffeine,2519
Q9Y6A2,Cholesterol 24-hydroxylase,Reactome_R-HSA-211897,caffeine,2519
A9YTQ3,Aryl hydrocarbon receptor repressor,Reactome_R-HSA-211981,caffeine,2519
P04798,Cytochrome P450 1A1,Reactome_R-HSA-211981,caffeine,2519
P05177,Cytochrome P450 1A2,Reactome_R-HSA-211981,caffeine,2519
P35869,Aryl hydrocarbon receptor,Reactome_R-HSA-211981,caffeine,2519
P05177,Cytochrome P450 1A2,Reactome_R-HSA-211957,caffeine,2519
I7ASS7,TmuM,BioCyc_META_PWY-6633,caffeine,2519
H9N289,Methylxanthine N1-demethylase NdmA,BioCyc_META_PWY-6538,caffeine,2519
H9N290,Methylxanthine N3-demethylase NdmB,BioCyc_META_PWY-6538,caffeine,2519
H9N291,Oxidoreductase NdmD,BioCyc_META_PWY-6538,caffeine,2519
M1EY73,Methylxanthine N7-demethylase,BioCyc_META_PWY-6538,caffeine,2519
R9TPE4,Glutathione S-transferase ,BioCyc_META_PWY-6538,caffeine,2519
P06737,"Glycogen phosphorylase, liver form",BioCyc_META_PWY-5941,caffeine,2519
P06738,Glycogen phosphorylase,BioCyc_META_PWY-5941,caffeine,2519
P08019,"Glucoamylase, intracellular sporulation-specific",BioCyc_META_PWY-5941,caffeine,2519
P11216,"Glycogen phosphorylase, brain form",BioCyc_META_PWY-5941,caffeine,2519
P11217,"Glycogen phosphorylase, muscle form",BioCyc_META_PWY-5941,caffeine,2519
P33401,Phosphoglucomutase 1,BioCyc_META_PWY-5941,caffeine,2519
P35573,Glycogen debranching enzyme,BioCyc_META_PWY-5941,caffeine,2519
P36871,Phosphoglucomutase-1,BioCyc_META_PWY-5941,caffeine,2519
P37012,Phosphoglucomutase 2,BioCyc_META_PWY-5941,caffeine,2519
Q06625,Glycogen debranching enzyme,BioCyc_META_PWY-5941,caffeine,2519
Q96G03,Phosphopentomutase,BioCyc_META_PWY-5941,caffeine,2519
Q9XTL9,Glycogen phosphorylase,BioCyc_META_PWY-5941,caffeine,2519
A4Z6T7,Arylamine N-acetyltransferase ,PharmGKB_PA165884757,caffeine,2519
P05177,Cytochrome P450 1A2,PharmGKB_PA165884757,caffeine,2519
P05181,Cytochrome P450 2E1,PharmGKB_PA165884757,caffeine,2519
P08684,Cytochrome P450 3A4,PharmGKB_PA165884757,caffeine,2519
P11509,Cytochrome P450 2A6,PharmGKB_PA165884757,caffeine,2519
P47989,Xanthine dehydrogenase/oxidase,PharmGKB_PA165884757,caffeine,2519
P05177,Cytochrome P450 1A2,PharmGKB_PA165958541,caffeine,2519
P05181,Cytochrome P450 2E1,PharmGKB_PA165958541,caffeine,2519
P08684,Cytochrome P450 3A4,PharmGKB_PA165958541,caffeine,2519
P47989,Xanthine dehydrogenase/oxidase,PharmGKB_PA165958541,caffeine,2519
P05177,Cytochrome P450 1A2,PathBank_SMP0000028,caffeine,2519
P05181,Cytochrome P450 2E1,PathBank_SMP0000028,caffeine,2519
P08684,Cytochrome P450 3A4,PathBank_SMP0000028,caffeine,2519
P10632,Cytochrome P450 2C8,PathBank_SMP0000028,caffeine,2519
P11245,Arylamine N-acetyltransferase 2,PathBank_SMP0000028,caffeine,2519
P11509,Cytochrome P450 2A6,PathBank_SMP0000028,caffeine,2519
P11712,Cytochrome P450 2C9,PathBank_SMP0000028,caffeine,2519
P47989,Xanthine dehydrogenase/oxidase,PathBank_SMP0000028,caffeine,2519
