,compound,geneid,description,symbol,uniprot_accession,uniprot_accessions
286,caffeine,271,adenosine monophosphate deaminase 2,AMPD2,Q01433,Q01433
287,caffeine,271,adenosine monophosphate deaminase 2,AMPD2,Q01433,Q01433
288,caffeine,283,angiogenin,ANG,P03950,P03950;W0UV28
289,caffeine,283,angiogenin,ANG,P03950,P03950;W0UV28
290,caffeine,284,angiopoietin 1,ANGPT1,Q15389,Q15389;B4DTQ9
291,caffeine,284,angiopoietin 1,ANGPT1,Q15389,Q15389;B4DTQ9
292,caffeine,285,angiopoietin 2,ANGPT2,O15123,O15123
293,caffeine,285,angiopoietin 2,ANGPT2,O15123,O15123
294,caffeine,287,ankyrin 2,ANK2,Q01484,Q01484;A0A5F9ZGS5;A0A5F9ZGY1;A0A5F9ZGZ1;A0A5F9ZH03;A0A5F9ZH10;A0A5F9ZH17;A0A5F9ZH18;A0A5F9ZH34;A0A5F9ZH39;A0A5F9ZH58;A0A5F9ZH70;A0A5F9ZH99;A0A5F9ZHE2;A0A5F9ZHJ4;A0A5F9ZHJ6;A0A5F9ZHL3;A0A5F9ZHL9;A0A5F9ZHN0;A0A5F9ZHQ3;A0A5F9ZHR2;A0A5F9ZHY6;A0A5F9ZI08;A0A5F9ZI16;A0A5F9ZI36;A0A5F9ZI53;A0A5F9ZI56;A0A5F9ZI69;A0A5F9ZI81;E9PCH6;H0Y933
295,caffeine,287,ankyrin 2,ANK2,Q01484,Q01484;A0A5F9ZGS5;A0A5F9ZGY1;A0A5F9ZGZ1;A0A5F9ZH03;A0A5F9ZH10;A0A5F9ZH17;A0A5F9ZH18;A0A5F9ZH34;A0A5F9ZH39;A0A5F9ZH58;A0A5F9ZH70;A0A5F9ZH99;A0A5F9ZHE2;A0A5F9ZHJ4;A0A5F9ZHJ6;A0A5F9ZHL3;A0A5F9ZHL9;A0A5F9ZHN0;A0A5F9ZHQ3;A0A5F9ZHR2;A0A5F9ZHY6;A0A5F9ZI08;A0A5F9ZI16;A0A5F9ZI36;A0A5F9ZI53;A0A5F9ZI56;A0A5F9ZI69;A0A5F9ZI81;E9PCH6;H0Y933
296,caffeine,302,annexin A2,ANXA2,P07355,P07355;A0A024R5Z7;H0YL33
297,caffeine,302,annexin A2,ANXA2,P07355,P07355;A0A024R5Z7;H0YL33
298,caffeine,307,annexin A4,ANXA4,P09525,P09525;Q6P452
299,caffeine,307,annexin A4,ANXA4,P09525,P09525;Q6P452
300,caffeine,307,annexin A4,ANXA4,P09525,P09525;Q6P452
301,caffeine,307,annexin A4,ANXA4,P09525,P09525;Q6P452
302,caffeine,311,annexin A11,ANXA11,P50995,P50995;Q5T0G8
303,caffeine,311,annexin A11,ANXA11,P50995,P50995;Q5T0G8
304,caffeine,316,aldehyde oxidase 1,AOX1,Q06278,Q06278
305,caffeine,316,aldehyde oxidase 1,AOX1,Q06278,Q06278
306,caffeine,324,APC regulator of Wnt signaling pathway,APC,P25054,P25054;R4GMU6
307,caffeine,324,APC regulator of Wnt signaling pathway,APC,P25054,P25054;R4GMU6
308,caffeine,327,acylaminoacyl-peptide hydrolase,APEH,P13798,P13798
309,caffeine,327,acylaminoacyl-peptide hydrolase,APEH,P13798,P13798
310,caffeine,328,apurinic/apyrimidinic endodeoxyribonuclease 1,APEX1,P27695,P27695;Q5TZP7
311,caffeine,328,apurinic/apyrimidinic endodeoxyribonuclease 1,APEX1,P27695,P27695;Q5TZP7
312,caffeine,329,baculoviral IAP repeat containing 2,BIRC2,Q13490,Q13490
313,caffeine,329,baculoviral IAP repeat containing 2,BIRC2,Q13490,Q13490
314,caffeine,334,amyloid beta precursor like protein 2,APLP2,Q06481,Q06481;A0A140VJE9;B4E3I5
315,caffeine,334,amyloid beta precursor like protein 2,APLP2,Q06481,Q06481;A0A140VJE9;B4E3I5
316,caffeine,335,apolipoprotein A1,APOA1,P02647,P02647;A0A024R3E3
317,caffeine,335,apolipoprotein A1,APOA1,P02647,P02647;A0A024R3E3
318,caffeine,335,apolipoprotein A1,APOA1,P02647,P02647;A0A024R3E3
319,caffeine,335,apolipoprotein A1,APOA1,P02647,P02647;A0A024R3E3
320,caffeine,336,apolipoprotein A2,APOA2,P02652,P02652
321,caffeine,336,apolipoprotein A2,APOA2,P02652,P02652
322,caffeine,336,apolipoprotein A2,APOA2,P02652,P02652
323,caffeine,336,apolipoprotein A2,APOA2,P02652,P02652
324,caffeine,338,apolipoprotein B,APOB,P04114,P04114;A0AAG2UUW0;Q59HB3;Q7Z7Q0
325,caffeine,338,apolipoprotein B,APOB,P04114,P04114;A0AAG2UUW0;Q59HB3;Q7Z7Q0
326,caffeine,338,apolipoprotein B,APOB,P04114,P04114;A0AAG2UUW0;Q59HB3;Q7Z7Q0
327,caffeine,338,apolipoprotein B,APOB,P04114,P04114;A0AAG2UUW0;Q59HB3;Q7Z7Q0
328,caffeine,338,apolipoprotein B,APOB,P04114,P04114;A0AAG2UUW0;Q59HB3;Q7Z7Q0
329,caffeine,338,apolipoprotein B,APOB,P04114,P04114;A0AAG2UUW0;Q59HB3;Q7Z7Q0
330,caffeine,338,apolipoprotein B,APOB,P04114,P04114;A0AAG2UUW0;Q59HB3;Q7Z7Q0
331,caffeine,338,apolipoprotein B,APOB,P04114,P04114;A0AAG2UUW0;Q59HB3;Q7Z7Q0
332,caffeine,341,apolipoprotein C1,APOC1,P02654,P02654;K7EPF9
333,caffeine,341,apolipoprotein C1,APOC1,P02654,P02654;K7EPF9
334,caffeine,341,apolipoprotein C1,APOC1,P02654,P02654;K7EPF9
335,caffeine,341,apolipoprotein C1,APOC1,P02654,P02654;K7EPF9
336,caffeine,344,apolipoprotein C2,APOC2,P02655,P02655;A0A024R0T9
337,caffeine,344,apolipoprotein C2,APOC2,P02655,P02655;A0A024R0T9
338,caffeine,344,apolipoprotein C2,APOC2,P02655,P02655;A0A024R0T9
339,caffeine,344,apolipoprotein C2,APOC2,P02655,P02655;A0A024R0T9
340,caffeine,345,apolipoprotein C3,APOC3,P02656,P02656;A3KPE2
341,caffeine,345,apolipoprotein C3,APOC3,P02656,P02656;A3KPE2
342,caffeine,348,apolipoprotein E,APOE,P02649,P02649;A0A0S2Z3D5
343,caffeine,348,apolipoprotein E,APOE,P02649,P02649;A0A0S2Z3D5
344,caffeine,355,Fas cell surface death receptor,FAS,P25445,P25445;A0A8Q3SIR6;K9J972;Q59FU8
345,caffeine,355,Fas cell surface death receptor,FAS,P25445,P25445;A0A8Q3SIR6;K9J972;Q59FU8
346,caffeine,355,Fas cell surface death receptor,FAS,P25445,P25445;A0A8Q3SIR6;K9J972;Q59FU8
347,caffeine,355,Fas cell surface death receptor,FAS,P25445,P25445;A0A8Q3SIR6;K9J972;Q59FU8
348,caffeine,355,Fas cell surface death receptor,FAS,P25445,P25445;A0A8Q3SIR6;K9J972;Q59FU8
349,caffeine,355,Fas cell surface death receptor,FAS,P25445,P25445;A0A8Q3SIR6;K9J972;Q59FU8
350,caffeine,357,shroom family member 2,SHROOM2,Q13796,Q13796;B7Z682;F5H3B6
351,caffeine,357,shroom family member 2,SHROOM2,Q13796,Q13796;B7Z682;F5H3B6
352,caffeine,367,androgen receptor,AR,P10275,P10275;A0A087WUX9;F1D8N5;G4VV16;Q9NUA2
353,caffeine,367,androgen receptor,AR,P10275,P10275;A0A087WUX9;F1D8N5;G4VV16;Q9NUA2
354,caffeine,369,"A-Raf proto-oncogene, serine/threonine kinase",ARAF,P10398,P10398;A0A024R178;Q96II5
355,caffeine,369,"A-Raf proto-oncogene, serine/threonine kinase",ARAF,P10398,P10398;A0A024R178;Q96II5
356,caffeine,372,archain 1 coat protein complex I subunit delta,ARCN1,P48444,P48444;B0YIW5
357,caffeine,372,archain 1 coat protein complex I subunit delta,ARCN1,P48444,P48444;B0YIW5
358,caffeine,375,ARF GTPase 1,ARF1,P84077,P84077
359,caffeine,375,ARF GTPase 1,ARF1,P84077,P84077
360,caffeine,379,ARF like GTPase 4D,ARL4D,P49703,P49703
361,caffeine,379,ARF like GTPase 4D,ARL4D,P49703,P49703
362,caffeine,392,Rho GTPase activating protein 1,ARHGAP1,Q07960,Q07960
363,caffeine,392,Rho GTPase activating protein 1,ARHGAP1,Q07960,Q07960
364,caffeine,394,Rho GTPase activating protein 5,ARHGAP5,Q13017,Q13017
365,caffeine,394,Rho GTPase activating protein 5,ARHGAP5,Q13017,Q13017
366,caffeine,396,Rho GDP dissociation inhibitor alpha,ARHGDIA,P52565,P52565;J3QQX2;V9HWE8
367,caffeine,396,Rho GDP dissociation inhibitor alpha,ARHGDIA,P52565,P52565;J3QQX2;V9HWE8
368,caffeine,408,arrestin beta 1,ARRB1,P49407,P49407;B7Z1Q3
369,caffeine,408,arrestin beta 1,ARRB1,P49407,P49407;B7Z1Q3
370,caffeine,409,arrestin beta 2,ARRB2,P32121,P32121;K7ENA6;Q59EM5;Q68DZ5
371,caffeine,409,arrestin beta 2,ARRB2,P32121,P32121;K7ENA6;Q59EM5;Q68DZ5
372,caffeine,421,ARVCF delta catenin family member,ARVCF,O00192,O00192;C9JJX6;E9PDC3
373,caffeine,421,ARVCF delta catenin family member,ARVCF,O00192,O00192;C9JJX6;E9PDC3
374,caffeine,433,asialoglycoprotein receptor 2,ASGR2,P07307,P07307;Q7Z4G9
375,caffeine,433,asialoglycoprotein receptor 2,ASGR2,P07307,P07307;Q7Z4G9
376,caffeine,440,asparagine synthetase (glutamine-hydrolyzing),ASNS,P08243,P08243
377,caffeine,440,asparagine synthetase (glutamine-hydrolyzing),ASNS,P08243,P08243
378,caffeine,463,zinc finger homeobox 3,ZFHX3,Q15911,Q15911;Q8N2Y6
379,caffeine,463,zinc finger homeobox 3,ZFHX3,Q15911,Q15911;Q8N2Y6
380,caffeine,471,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,ATIC,P31939,P31939;V9HWH7
381,caffeine,471,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,ATIC,P31939,P31939;V9HWH7
382,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
383,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
384,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
385,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
386,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
387,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
388,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
389,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
390,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
391,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
392,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
393,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
394,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
395,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
396,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
397,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
398,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
399,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
400,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
401,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
402,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
403,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
404,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
405,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
406,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
407,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
408,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
409,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
410,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
411,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
412,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
413,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
414,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
415,caffeine,472,ATM serine/threonine kinase,ATM,Q13315,Q13315;A0AAQ5BH18;Q6P7P1
416,caffeine,473,arginine-glutamic acid dipeptide repeats,RERE,Q9P2R6,Q9P2R6
417,caffeine,476,ATPase Na+/K+ transporting subunit alpha 1,ATP1A1,P05023,P05023
418,caffeine,476,ATPase Na+/K+ transporting subunit alpha 1,ATP1A1,P05023,P05023
419,caffeine,478,ATPase Na+/K+ transporting subunit alpha 3,ATP1A3,P13637,P13637;M0R116;Q53ES0
420,caffeine,478,ATPase Na+/K+ transporting subunit alpha 3,ATP1A3,P13637,P13637;M0R116;Q53ES0
421,caffeine,483,ATPase Na+/K+ transporting subunit beta 3,ATP1B3,P54709,P54709
422,caffeine,483,ATPase Na+/K+ transporting subunit beta 3,ATP1B3,P54709,P54709
423,caffeine,488,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,ATP2A2,P16615,P16615;A0A0S2Z3L2
424,caffeine,488,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,ATP2A2,P16615,P16615;A0A0S2Z3L2
425,caffeine,490,ATPase plasma membrane Ca2+ transporting 1,ATP2B1,P20020,P20020
426,caffeine,490,ATPase plasma membrane Ca2+ transporting 1,ATP2B1,P20020,P20020
427,caffeine,526,ATPase H+ transporting V1 subunit B2,ATP6V1B2,P21281,P21281;A0A140VK65
428,caffeine,526,ATPase H+ transporting V1 subunit B2,ATP6V1B2,P21281,P21281;A0A140VK65
429,caffeine,527,ATPase H+ transporting V0 subunit c,ATP6V0C,P27449,P27449
430,caffeine,527,ATPase H+ transporting V0 subunit c,ATP6V0C,P27449,P27449
431,caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
432,caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
433,caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
434,caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
435,caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
436,caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
437,caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
438,caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
439,caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
440,caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
441,caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
442,caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
443,caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
444,caffeine,545,ATR checkpoint kinase,ATR,Q13535,Q13535
445,caffeine,546,ATRX chromatin remodeler,ATRX,P46100,P46100;A4LAA3;B4DLW1
446,caffeine,546,ATRX chromatin remodeler,ATRX,P46100,P46100;A4LAA3;B4DLW1
447,caffeine,550,AUP1 lipid droplet regulating VLDL assembly factor,AUP1,Q9Y679,Q9Y679
448,caffeine,550,AUP1 lipid droplet regulating VLDL assembly factor,AUP1,Q9Y679,Q9Y679
449,caffeine,552,arginine vasopressin receptor 1A,AVPR1A,P37288,P37288;X5D2B0
450,caffeine,552,arginine vasopressin receptor 1A,AVPR1A,P37288,P37288;X5D2B0
451,caffeine,571,BTB domain and CNC homolog 1,BACH1,O14867,O14867
452,caffeine,571,BTB domain and CNC homolog 1,BACH1,O14867,O14867
453,caffeine,580,BRCA1 associated RING domain 1,BARD1,Q99728,Q99728;A0A087WZ19;A0AVN2;C9IYG1;F6MDI0;F6MDI1;F6MDI2
454,caffeine,580,BRCA1 associated RING domain 1,BARD1,Q99728,Q99728;A0A087WZ19;A0AVN2;C9IYG1;F6MDI0;F6MDI1;F6MDI2
455,caffeine,581,"BCL2 associated X, apoptosis regulator",BAX,Q07812,Q07812;I6LPK7;Q5ZPJ0;Q5ZPJ1
456,caffeine,581,"BCL2 associated X, apoptosis regulator",BAX,Q07812,Q07812;I6LPK7;Q5ZPJ0;Q5ZPJ1
457,caffeine,581,"BCL2 associated X, apoptosis regulator",BAX,Q07812,Q07812;I6LPK7;Q5ZPJ0;Q5ZPJ1
458,caffeine,581,"BCL2 associated X, apoptosis regulator",BAX,Q07812,Q07812;I6LPK7;Q5ZPJ0;Q5ZPJ1
459,caffeine,581,"BCL2 associated X, apoptosis regulator",BAX,Q07812,Q07812;I6LPK7;Q5ZPJ0;Q5ZPJ1
460,caffeine,581,"BCL2 associated X, apoptosis regulator",BAX,Q07812,Q07812;I6LPK7;Q5ZPJ0;Q5ZPJ1
461,caffeine,581,"BCL2 associated X, apoptosis regulator",BAX,Q07812,Q07812;I6LPK7;Q5ZPJ0;Q5ZPJ1
462,caffeine,581,"BCL2 associated X, apoptosis regulator",BAX,Q07812,Q07812;I6LPK7;Q5ZPJ0;Q5ZPJ1
463,caffeine,595,cyclin D1,CCND1,P24385,P24385;Q6FI00
464,caffeine,595,cyclin D1,CCND1,P24385,P24385;Q6FI00
465,caffeine,596,BCL2 apoptosis regulator,BCL2,P10415,P10415;A0A7I2V3S7
466,caffeine,596,BCL2 apoptosis regulator,BCL2,P10415,P10415;A0A7I2V3S7
467,caffeine,598,BCL2 like 1,BCL2L1,Q07817,Q07817;A0A0S2Z3C5;Q5TE63
468,caffeine,598,BCL2 like 1,BCL2L1,Q07817,Q07817;A0A0S2Z3C5;Q5TE63
469,caffeine,602,BCL3 transcription coactivator,BCL3,P20749,P20749;B7Z3N9
470,caffeine,602,BCL3 transcription coactivator,BCL3,P20749,P20749;B7Z3N9
471,caffeine,604,BCL6 transcription repressor,BCL6,P41182,P41182;B5B0A5
472,caffeine,604,BCL6 transcription repressor,BCL6,P41182,P41182;B5B0A5
473,caffeine,607,BCL9 transcription coactivator,BCL9,O00512,O00512;Q1JQ81
474,caffeine,607,BCL9 transcription coactivator,BCL9,O00512,O00512;Q1JQ81
475,caffeine,613,BCR activator of RhoGEF and GTPase,BCR,P11274,P11274
476,caffeine,613,BCR activator of RhoGEF and GTPase,BCR,P11274,P11274
477,caffeine,627,brain derived neurotrophic factor,BDNF,P23560,P23560;A0A0E3SU01
478,caffeine,627,brain derived neurotrophic factor,BDNF,P23560,P23560;A0A0E3SU01
479,caffeine,627,brain derived neurotrophic factor,BDNF,P23560,P23560;A0A0E3SU01
480,caffeine,627,brain derived neurotrophic factor,BDNF,P23560,P23560;A0A0E3SU01
481,caffeine,632,bone gamma-carboxyglutamate protein,BGLAP,P02818,P02818
482,caffeine,632,bone gamma-carboxyglutamate protein,BGLAP,P02818,P02818
483,caffeine,634,CEA cell adhesion molecule 1,CEACAM1,P13688,P13688;Q3KRG8
484,caffeine,634,CEA cell adhesion molecule 1,CEACAM1,P13688,P13688;Q3KRG8
485,caffeine,635,betaine--homocysteine S-methyltransferase,BHMT,Q93088,Q93088;V9HWA4
486,caffeine,635,betaine--homocysteine S-methyltransferase,BHMT,Q93088,Q93088;V9HWA4
487,caffeine,637,BH3 interacting domain death agonist,BID,P55957,P55957;A8ASI8;B2ZP79;B3KT21
488,caffeine,637,BH3 interacting domain death agonist,BID,P55957,P55957;A8ASI8;B2ZP79;B3KT21
489,caffeine,641,BLM RecQ like helicase,BLM,P54132,P54132;B7ZKN7;H0YNU5
490,caffeine,641,BLM RecQ like helicase,BLM,P54132,P54132;B7ZKN7;H0YNU5
491,caffeine,657,bone morphogenetic protein receptor type 1A,BMPR1A,P36894,P36894
492,caffeine,657,bone morphogenetic protein receptor type 1A,BMPR1A,P36894,P36894
493,caffeine,661,RNA polymerase III subunit D,POLR3D,P05423,P05423
494,caffeine,661,RNA polymerase III subunit D,POLR3D,P05423,P05423
495,caffeine,663,BCL2 interacting protein 2,BNIP2,Q12982,Q12982;H7C096
496,caffeine,663,BCL2 interacting protein 2,BNIP2,Q12982,Q12982;H7C096
497,caffeine,664,BCL2 interacting protein 3,BNIP3,Q12983,Q12983;Q6NVY4
498,caffeine,664,BCL2 interacting protein 3,BNIP3,Q12983,Q12983;Q6NVY4
499,caffeine,664,BCL2 interacting protein 3,BNIP3,Q12983,Q12983;Q6NVY4
500,caffeine,664,BCL2 interacting protein 3,BNIP3,Q12983,Q12983;Q6NVY4
501,caffeine,665,BCL2 interacting protein 3 like,BNIP3L,O60238,O60238;Q6IBV1
502,caffeine,665,BCL2 interacting protein 3 like,BNIP3L,O60238,O60238;Q6IBV1
503,caffeine,667,dystonin,DST,Q03001,Q03001;A0A7P0T890;B4DGY0;B4DSS9;E9PHM6;F6QMI7;F8W9J4;Q6P0N6
504,caffeine,667,dystonin,DST,Q03001,Q03001;A0A7P0T890;B4DGY0;B4DSS9;E9PHM6;F6QMI7;F8W9J4;Q6P0N6
505,caffeine,672,BRCA1 DNA repair associated,BRCA1,P38398,P38398;A0A0U1RRA9;A0A2R8Y7V5;A0A9Y1QPR4;A0A9Y1QPT7;A0A9Y1QPY6;A0A9Y1QQ47;A0A9Y1QQD3;A0A9Y1QQF1;A0A9Y1QQJ6;A0A9Y1QQK3;A0A9Y1QQK7;A0A9Y1VR53;A0A9Y1VVD0;A0A9Y1VVE2;B4DES0;C9IZW4;E7ENB7;E7EQW4;E7EUM2;H0Y850;H0Y8D8
506,caffeine,672,BRCA1 DNA repair associated,BRCA1,P38398,P38398;A0A0U1RRA9;A0A2R8Y7V5;A0A9Y1QPR4;A0A9Y1QPT7;A0A9Y1QPY6;A0A9Y1QQ47;A0A9Y1QQD3;A0A9Y1QQF1;A0A9Y1QQJ6;A0A9Y1QQK3;A0A9Y1QQK7;A0A9Y1VR53;A0A9Y1VVD0;A0A9Y1VVE2;B4DES0;C9IZW4;E7ENB7;E7EQW4;E7EUM2;H0Y850;H0Y8D8
507,caffeine,673,"B-Raf proto-oncogene, serine/threonine kinase",BRAF,P15056,P15056;A0A2R8Y8E0;A0A2U3TZI2;H7C560
508,caffeine,673,"B-Raf proto-oncogene, serine/threonine kinase",BRAF,P15056,P15056;A0A2R8Y8E0;A0A2U3TZI2;H7C560
509,caffeine,675,BRCA2 DNA repair associated,BRCA2,P51587,P51587;A0A7P0T9D7;A0A8V8TPZ2
510,caffeine,675,BRCA2 DNA repair associated,BRCA2,P51587,P51587;A0A7P0T9D7;A0A8V8TPZ2
511,caffeine,677,ZFP36 like 1 zinc finger CCCH-type,ZFP36L1,Q07352,Q07352;B3KNA8
512,caffeine,677,ZFP36 like 1 zinc finger CCCH-type,ZFP36L1,Q07352,Q07352;B3KNA8
513,caffeine,678,ZFP36 like 2 zinc finger CCCH-type,ZFP36L2,P47974,P47974
514,caffeine,678,ZFP36 like 2 zinc finger CCCH-type,ZFP36L2,P47974,P47974
515,caffeine,682,basigin (Ok blood group),BSG,P35613,P35613;Q54A51
516,caffeine,682,basigin (Ok blood group),BSG,P35613,P35613;Q54A51
517,caffeine,689,basic transcription factor 3,BTF3,P20290,P20290
518,caffeine,689,basic transcription factor 3,BTF3,P20290,P20290
519,caffeine,699,BUB1 mitotic checkpoint serine/threonine kinase,BUB1,O43683,O43683;B4DYG2
520,caffeine,699,BUB1 mitotic checkpoint serine/threonine kinase,BUB1,O43683,O43683;B4DYG2
521,caffeine,699,BUB1 mitotic checkpoint serine/threonine kinase,BUB1,O43683,O43683;B4DYG2
522,caffeine,699,BUB1 mitotic checkpoint serine/threonine kinase,BUB1,O43683,O43683;B4DYG2
523,caffeine,701,BUB1 mitotic checkpoint serine/threonine kinase B,BUB1B,O60566,O60566
524,caffeine,701,BUB1 mitotic checkpoint serine/threonine kinase B,BUB1B,O60566,O60566
525,caffeine,708,complement C1q binding protein,C1QBP,Q07021,Q07021
526,caffeine,708,complement C1q binding protein,C1QBP,Q07021,Q07021
527,caffeine,715,complement C1r,C1R,P00736,P00736;A0A3B3ISR2;B4DPQ0
528,caffeine,715,complement C1r,C1R,P00736,P00736;A0A3B3ISR2;B4DPQ0
529,caffeine,716,complement C1s,C1S,P09871,P09871;F8WCZ6
530,caffeine,716,complement C1s,C1S,P09871,P09871;F8WCZ6
531,caffeine,745,myelin regulatory factor,MYRF,Q9Y2G1,Q9Y2G1
532,caffeine,745,myelin regulatory factor,MYRF,Q9Y2G1,Q9Y2G1
533,caffeine,747,diacylglycerol lipase alpha,DAGLA,Q9Y4D2,Q9Y4D2
534,caffeine,747,diacylglycerol lipase alpha,DAGLA,Q9Y4D2,Q9Y4D2
535,caffeine,754,PTTG1 interacting protein,PTTG1IP,P53801,P53801;B4DPZ0
536,caffeine,755,cilia and flagella associated protein 410,CFAP410,O43822,O43822
537,caffeine,755,cilia and flagella associated protein 410,CFAP410,O43822,O43822
538,caffeine,759,carbonic anhydrase 1,CA1,P00915,P00915;V9HWE3
539,caffeine,760,carbonic anhydrase 2,CA2,P00918,P00918;V9HW21
540,caffeine,779,calcium voltage-gated channel subunit alpha1 S,CACNA1S,Q13698,Q13698;B1ALM3
541,caffeine,780,discoidin domain receptor tyrosine kinase 1,DDR1,Q08345,Q08345;A0A024RCQ1;A0A0A0MSX3;Q96T61;Q96T62
542,caffeine,780,discoidin domain receptor tyrosine kinase 1,DDR1,Q08345,Q08345;A0A024RCQ1;A0A0A0MSX3;Q96T61;Q96T62
543,caffeine,790,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",CAD,P27708,P27708;F8VPD4
544,caffeine,790,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",CAD,P27708,P27708;F8VPD4
545,caffeine,790,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",CAD,P27708,P27708;F8VPD4
546,caffeine,790,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",CAD,P27708,P27708;F8VPD4
547,caffeine,801,calmodulin 1,CALM1,P0DP23,P0DP23;P0DP24;P0DP25;B4DJ51;Q96HY3
548,caffeine,801,calmodulin 1,CALM1,P0DP23,P0DP23;P0DP24;P0DP25;B4DJ51;Q96HY3
549,caffeine,801,calmodulin 1,CALM1,P0DP23,P0DP23;P0DP24;P0DP25;B4DJ51;Q96HY3
550,caffeine,801,calmodulin 1,CALM1,P0DP23,P0DP23;P0DP24;P0DP25;B4DJ51;Q96HY3
551,caffeine,811,calreticulin,CALR,P27797,P27797;V9HW88
