compound,protein,normalized_target,is_gene
caffeine,NUAK2,NUAK2,True
caffeine,NUDC,NUDC,True
caffeine,NUP153,NUP153,True
caffeine,NUP214,NUP214,True
caffeine,NUPR1,NUPR1,True
caffeine,OAT,OAT,True
caffeine,OGT,OGT,True
caffeine,OR4E1,OR4E1,True
caffeine,OSBPL11,OSBPL11,True
caffeine,OSER1,OSER1,True
caffeine,OTUB1,OTUB1,True
caffeine,OXR1,OXR1,True
caffeine,PA2G4,PA2G4,True
caffeine,PABPC1,PABPC1,True
caffeine,PACSIN3,PACSIN3,True
caffeine,PAK1,PAK1,True
caffeine,PAK1IP1,PAK1IP1,True
caffeine,PAK4,PAK4,True
caffeine,PALMD,PALMD,True
caffeine,PAPOLG,PAPOLG,True
caffeine,PARN,PARN,True
caffeine,PARP1,PARP1,True
caffeine,PARP1,PARP1,True
caffeine,PASK,PASK,True
caffeine,Adenosine receptor A2b,adenosine receptor a2b,False
caffeine,PAX3,PAX3,True
caffeine,PBX2,PBX2,True
caffeine,PCDHB12,PCDHB12,True
caffeine,Cyclic nucleotide phosphodiesterase,cyclic nucleotide phosphodiesterase,False
caffeine,Cyclic nucleotide phosphodiesterase,cyclic nucleotide phosphodiesterase,False
caffeine,PCLAF,PCLAF,True
caffeine,PCNT,PCNT,True
caffeine,Cyclic nucleotide phosphodiesterase,cyclic nucleotide phosphodiesterase,False
caffeine,Cyclic nucleotide phosphodiesterase,cyclic nucleotide phosphodiesterase,False
caffeine,PCYT2,PCYT2,True
caffeine,PDE11A,PDE11A,True
caffeine,Cyclic nucleotide phosphodiesterase,cyclic nucleotide phosphodiesterase,False
caffeine,"Glycogen phosphorylase, muscle form",glycogen phosphorylase muscle form,False
caffeine,PDE8A,PDE8A,True
caffeine,PDIA6,PDIA6,True
caffeine,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",phosphatidylinositol 4 5 bisphosphate 3 kinase catalytic subunit alpha isoform,False
caffeine,Serine/threonine-protein kinase ATR,serine threonine protein kinase atr,False
caffeine,PDLIM7,PDLIM7,True
caffeine,ADORA2A,ADORA2A,True
caffeine,PEAK1,PEAK1,True
caffeine,PELP1,PELP1,True
caffeine,CXADR,CXADR,True
caffeine,CXCL8,CXCL8,True
caffeine,CYC1,CYC1,True
caffeine,PFDN1,PFDN1,True
caffeine,PFKMA,PFKMA,True
caffeine,PGBD1,PGBD1,True
caffeine,CYP11B1,CYP11B1,True
caffeine,CYP17A1,CYP17A1,True
caffeine,CYP19A1B,CYP19A1B,True
caffeine,PGM1,PGM1,True
caffeine,PGRMC1,PGRMC1,True
caffeine,CYP1A1,CYP1A1,True
caffeine,CYP1A2,CYP1A2,True
caffeine,CYP1A2,CYP1A2,True
caffeine,CYP1A2,CYP1A2,True
caffeine,PHEX,PHEX,True
caffeine,PHF13,PHF13,True
caffeine,CYP1A2,CYP1A2,True
caffeine,CYP1B1,CYP1B1,True
caffeine,CYP2A4,CYP2A4,True
caffeine,SLC39A3,SLC39A3,True
caffeine,SLC47A1,SLC47A1,True
caffeine,SLC51B,SLC51B,True
caffeine,PDE4B,PDE4B,True
caffeine,SLC6A14,SLC6A14,True
caffeine,SLC6A3,SLC6A3,True
caffeine,SLC9A4,SLC9A4,True
caffeine,SLC9A6,SLC9A6,True
caffeine,SLCO1D1,SLCO1D1,True
caffeine,SLK,SLK,True
caffeine,SMAD2,SMAD2,True
caffeine,SMAD9,SMAD9,True
caffeine,SMARCAD1,SMARCAD1,True
caffeine,SMARCE1,SMARCE1,True
caffeine,SMC5,SMC5,True
caffeine,SMG8,SMG8,True
caffeine,SMNDC1,SMNDC1,True
caffeine,SMTN,SMTN,True
caffeine,SNAPC4,SNAPC4,True
caffeine,SNRK,SNRK,True
caffeine,SNTA1,SNTA1,True
caffeine,SNURF,SNURF,True
caffeine,SNX15,SNX15,True
caffeine,SNX30,SNX30,True
caffeine,SOBP,SOBP,True
caffeine,SORBS1,SORBS1,True
caffeine,SOS1,SOS1,True
caffeine,SOX4,SOX4,True
caffeine,SOX9,SOX9,True
caffeine,SP3,SP3,True
caffeine,SPAG1,SPAG1,True
caffeine,SPART,SPART,True
caffeine,SPECC1,SPECC1,True
caffeine,SPICE1,SPICE1,True
caffeine,SPOCK2,SPOCK2,True
caffeine,SPRED1,SPRED1,True
caffeine,SPRN,SPRN,True
caffeine,SPRYD3,SPRYD3,True
caffeine,SQLE,SQLE,True
caffeine,SQSTM1,SQSTM1,True
caffeine,SRC,SRC,True
caffeine,SREBF1,SREBF1,True
caffeine,SREBF2,SREBF2,True
caffeine,SRFBP1,SRFBP1,True
caffeine,SRP68,SRP68,True
caffeine,SRP72,SRP72,True
caffeine,SRPRB,SRPRB,True
caffeine,SRSF11,SRSF11,True
caffeine,SRSF4,SRSF4,True
caffeine,SSC4D,SSC4D,True
caffeine,NT5E,NT5E,True
caffeine,NUCB1,NUCB1,True
caffeine,NUMB,NUMB,True
caffeine,NUP205,NUP205,True
caffeine,NUP50,NUP50,True
caffeine,NUP93,NUP93,True
caffeine,NWD2,NWD2,True
caffeine,OCIAD1,OCIAD1,True
caffeine,OGA,OGA,True
caffeine,OLIG3,OLIG3,True
caffeine,ORC6,ORC6,True
caffeine,OSBP,OSBP,True
caffeine,OSBPL8,OSBPL8,True
caffeine,OSTF1,OSTF1,True
caffeine,OTUD5,OTUD5,True
caffeine,P2RY8,P2RY8,True
caffeine,PACS2,PACS2,True
caffeine,PAIP1,PAIP1,True
caffeine,PAK2,PAK2,True
caffeine,PALM2AKAP2,PALM2AKAP2,True
caffeine,PAN3,PAN3,True
caffeine,PANK4,PANK4,True
caffeine,PARD6B,PARD6B,True
caffeine,PARP1,PARP1,True
caffeine,PARP1,PARP1,True
caffeine,PARP4,PARP4,True
caffeine,PATZ1,PATZ1,True
caffeine,Adenosine receptor A1,adenosine receptor a1,False
caffeine,PBK,PBK,True
caffeine,PCBP1,PCBP1,True
caffeine,Cyclic nucleotide phosphodiesterase,cyclic nucleotide phosphodiesterase,False
caffeine,Cyclic nucleotide phosphodiesterase,cyclic nucleotide phosphodiesterase,False
caffeine,PCIF1,PCIF1,True
caffeine,PCNA,PCNA,True
caffeine,PCNX3,PCNX3,True
caffeine,Cyclic nucleotide phosphodiesterase,cyclic nucleotide phosphodiesterase,False
caffeine,Cyclic nucleotide phosphodiesterase,cyclic nucleotide phosphodiesterase,False
caffeine,PCYT1A,PCYT1A,True
caffeine,PDCD11,PDCD11,True
caffeine,Cyclic nucleotide phosphodiesterase,cyclic nucleotide phosphodiesterase,False
caffeine,PDE5A,PDE5A,True
caffeine,Amine oxidase [flavin-containing] B,amine oxidase flavin containing b,False
caffeine,"Inositol 1,4,5-trisphosphate receptor",inositol 1 4 5 trisphosphate receptor,False
caffeine,"Inositol 1,4,5-trisphosphate receptor",inositol 1 4 5 trisphosphate receptor,False
caffeine,PDIA3,PDIA3,True
caffeine,Ryanodine receptor 1,ryanodine receptor 1,False
caffeine,PDLIM2,PDLIM2,True
caffeine,GFAP,GFAP,True
caffeine,PDS5B,PDS5B,True
caffeine,CX3CL1,CX3CL1,True
caffeine,PDZD8,PDZD8,True
caffeine,PECR,PECR,True
caffeine,PEX13,PEX13,True
caffeine,CXCL8,CXCL8,True
caffeine,CYBA,CYBA,True
caffeine,PFKFB3,PFKFB3,True
caffeine,PFN1,PFN1,True
caffeine,PGCKA1,PGCKA1,True
caffeine,CYP11A1,CYP11A1,True
caffeine,CYP12D1-P,cyp12d1 p,False
caffeine,CYP1A2,CYP1A2,True
caffeine,PGK1,PGK1,True
caffeine,PGM2,PGM2,True
caffeine,PHACTR2,PHACTR2,True
caffeine,CYP1A,CYP1A,True
caffeine,CYP1A2,CYP1A2,True
caffeine,CYP1A2,CYP1A2,True
caffeine,CYP1A2,CYP1A2,True
caffeine,CYP1A2,CYP1A2,True
caffeine,PHB1,PHB1,True
caffeine,PHF1,PHF1,True
caffeine,PHF2,PHF2,True
caffeine,CYP1A2,CYP1A2,True
caffeine,CYP21A2,CYP21A2,True
caffeine,RYR1,RYR1,True
caffeine,RYR2,RYR2,True
caffeine,S100A13,S100A13,True
caffeine,SAFB2,SAFB2,True
caffeine,SAMD4B,SAMD4B,True
caffeine,SAP30BP,SAP30BP,True
caffeine,SATB2,SATB2,True
caffeine,SCAF1,SCAF1,True
caffeine,SCAMP3,SCAMP3,True
caffeine,SCAPER,SCAPER,True
caffeine,SCARB1,SCARB1,True
caffeine,SCD1,SCD1,True
caffeine,SCML2,SCML2,True
caffeine,SCRIB,SCRIB,True
caffeine,SEC13,SEC13,True
caffeine,SEC22B,SEC22B,True
caffeine,SEC23IP,SEC23IP,True
caffeine,SEC63,SEC63,True
caffeine,SEMA4G,SEMA4G,True
caffeine,SENP5,SENP5,True
caffeine,SEPTIN7,SEPTIN7,True
caffeine,SERPINB1,SERPINB1,True
caffeine,SETD1A,SETD1A,True
caffeine,SEZ6L2,SEZ6L2,True
caffeine,SF3B1,SF3B1,True
caffeine,SFPQ,SFPQ,True
caffeine,SFXN4,SFXN4,True
caffeine,SGTB,SGTB,True
caffeine,SH3BP1,SH3BP1,True
caffeine,SH3KBP1,SH3KBP1,True
caffeine,SHARPIN,SHARPIN,True
caffeine,SHB,SHB,True
caffeine,SHROOM2,SHROOM2,True
caffeine,SIGMAR1,SIGMAR1,True
caffeine,SIPA1L3,SIPA1L3,True
caffeine,SIRT1,SIRT1,True
caffeine,SIX4,SIX4,True
caffeine,SKIL,SKIL,True
caffeine,SLC12A2,SLC12A2,True
caffeine,SLC16A1,SLC16A1,True
caffeine,SLC17A5,SLC17A5,True
caffeine,SLC1A5,SLC1A5,True
caffeine,CYP2C19,CYP2C19,True
caffeine,A2A receptor,a2a receptor,False
caffeine,MTA2,MTA2,True
caffeine,SLC25A1,SLC25A1,True
caffeine,SLC29A1,SLC29A1,True
caffeine,SLC2A3,SLC2A3,True
caffeine,MTCL1,MTCL1,True
caffeine,MTFR1L,MTFR1L,True
caffeine,MTM1,MTM1,True
caffeine,SLC2A3,SLC2A3,True
caffeine,SLC35A5,SLC35A5,True
caffeine,SLC38A10,SLC38A10,True
caffeine,MTMR12,MTMR12,True
caffeine,MTMR6,MTMR6,True
caffeine,MTOR,MTOR,True
caffeine,PDE4B,PDE4B,True
caffeine,CYP2C9,CYP2C9,True
caffeine,CYP3A4,CYP3A4,True
caffeine,CYP4E2,CYP4E2,True
caffeine,CYP6A8,CYP6A8,True
caffeine,CYP6W1,CYP6W1,True
caffeine,DAB2IP,DAB2IP,True
caffeine,DAZAP1,DAZAP1,True
caffeine,DCAF1,DCAF1,True
caffeine,DCAF12,DCAF12,True
caffeine,DCBLD1,DCBLD1,True
caffeine,DCLRE1A,DCLRE1A,True
caffeine,DCTN4,DCTN4,True
caffeine,DDI2,DDI2,True
caffeine,DDX19A,DDX19A,True
caffeine,DDX31,DDX31,True
caffeine,DDX3X,DDX3X,True
caffeine,DDX47,DDX47,True
caffeine,DDX55,DDX55,True
caffeine,DENND4C,DENND4C,True
caffeine,DFFA,DFFA,True
caffeine,TRPC1,TRPC1,True
caffeine,SSX2IP,SSX2IP,True
caffeine,STAM,STAM,True
caffeine,DHCR24,DHCR24,True
caffeine,DHX29,DHX29,True
caffeine,DIAPH1,DIAPH1,True
caffeine,STAR,STAR,True
caffeine,STAT1,STAT1,True
caffeine,STAU1,STAU1,True
caffeine,DIDO1,DIDO1,True
caffeine,DKC1,DKC1,True
caffeine,DLGAP4,DLGAP4,True
caffeine,STEAP1,STEAP1,True
caffeine,STIP1,STIP1,True
caffeine,DMAP1,DMAP1,True
caffeine,DMXL1,DMXL1,True
caffeine,DNAJB13,DNAJB13,True
caffeine,STK32C,STK32C,True
caffeine,STOX1,STOX1,True
caffeine,DNAJB6,DNAJB6,True
caffeine,DNAJC2,DNAJC2,True
caffeine,DNMT1,DNMT1,True
caffeine,STRN3,STRN3,True
caffeine,STX16,STX16,True
caffeine,STX6,STX6,True
caffeine,STX7,STX7,True
caffeine,SUB1,SUB1,True
caffeine,SUGP2,SUGP2,True
caffeine,DNMT3B,DNMT3B,True
caffeine,DOCK4,DOCK4,True
caffeine,DOK4,DOK4,True
caffeine,DOT1L,DOT1L,True
caffeine,DPP9,DPP9,True
caffeine,DRD2,DRD2,True
caffeine,SULT2A1,SULT2A1,True
caffeine,SUPT5H,SUPT5H,True
caffeine,SUV39H1,SUV39H1,True
caffeine,ADORA2A,ADORA2A,True
caffeine,DST,DST,True
caffeine,DTNBP1,DTNBP1,True
caffeine,SVBP,SVBP,True
caffeine,SYN1,SYN1,True
caffeine,SYNJ1,SYNJ1,True
caffeine,SSBP3,SSBP3,True
caffeine,Adenosine receptor A2a,adenosine receptor a2a,False
caffeine,Serine-protein kinase ATM,serine protein kinase atm,False
caffeine,Cyclic nucleotide phosphodiesterase,cyclic nucleotide phosphodiesterase,False
caffeine,Cyclic nucleotide phosphodiesterase,cyclic nucleotide phosphodiesterase,False
caffeine,ADORA1,ADORA1,True
caffeine,Cyclic nucleotide phosphodiesterase,cyclic nucleotide phosphodiesterase,False
caffeine,Cyclic nucleotide phosphodiesterase,cyclic nucleotide phosphodiesterase,False
caffeine,Cyclic nucleotide phosphodiesterase,cyclic nucleotide phosphodiesterase,False
caffeine,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",camp specific 3 5 cyclic phosphodiesterase 4b,False
caffeine,"Inositol 1,4,5-trisphosphate receptor",inositol 1 4 5 trisphosphate receptor,False
caffeine,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",phosphatidylinositol 4 5 bisphosphate 3 kinase catalytic subunit delta isoform,False
caffeine,CAMK2B,CAMK2B,True
caffeine,ADORA3,ADORA3,True
caffeine,CXCL16,CXCL16,True
caffeine,CYB5B,CYB5B,True
caffeine,CYFIP1,CYFIP1,True
caffeine,CYP12D1-D,cyp12d1 d,False
caffeine,CYP1A2,CYP1A2,True
caffeine,CYP1A2,CYP1A2,True
caffeine,CYP1A2,CYP1A2,True
caffeine,CYP1A2,CYP1A2,True
caffeine,CYP1A2,CYP1A2,True
caffeine,CYP1A2,CYP1A2,True
caffeine,CYP1A2,CYP1A2,True
caffeine,CYP21A1,CYP21A1,True
caffeine,CYP2A6,CYP2A6,True
caffeine,PHF3,PHF3,True
caffeine,PHKA2,PHKA2,True
caffeine,PHLDB2,PHLDB2,True
caffeine,PI4K2A,PI4K2A,True
caffeine,PIAS1,PIAS1,True
caffeine,CYP3A4,CYP3A4,True
caffeine,CYP4D14,CYP4D14,True
caffeine,PIEZO1,PIEZO1,True
caffeine,CYP6G1,CYP6G1,True
caffeine,PIK3C2A,PIK3C2A,True
caffeine,DAB2,DAB2,True
caffeine,PIP4K2B,PIP4K2B,True
caffeine,PITPNM1,PITPNM1,True
caffeine,PKM,PKM,True
caffeine,PKN3,PKN3,True
caffeine,DAXX,DAXX,True
caffeine,DBNL,DBNL,True
caffeine,DCAF11,DCAF11,True
caffeine,PKP2,PKP2,True
caffeine,PLCB1,PLCB1,True
caffeine,PLCG1,PLCG1,True
caffeine,Adenosine A2a receptor (ADORA2A),adenosine a2a receptor,False
caffeine,DCAF6,DCAF6,True
caffeine,DCK,DCK,True
caffeine,PLEKHA1,PLEKHA1,True
caffeine,PLEKHA5,PLEKHA5,True
caffeine,PLEKHG3,PLEKHG3,True
caffeine,PLEKHG5,PLEKHG5,True
caffeine,PLIN2,PLIN2,True
caffeine,PLP1,PLP1,True
caffeine,DCTN2,DCTN2,True
caffeine,DDHD1,DDHD1,True
caffeine,DDX10,DDX10,True
caffeine,PML,PML,True
caffeine,PNKP,PNKP,True
caffeine,DDX18,DDX18,True
caffeine,DDX24,DDX24,True
caffeine,DDX39B,DDX39B,True
caffeine,PNPLA8,PNPLA8,True
caffeine,POLA2,POLA2,True
caffeine,POLM,POLM,True
caffeine,DDX46,DDX46,True
caffeine,DDX54,DDX54,True
caffeine,DEK,DEK,True
caffeine,POM121C,POM121C,True
caffeine,POTEE,POTEE,True
caffeine,DENND4A,DENND4A,True
caffeine,DEPDC5,DEPDC5,True
caffeine,DGKK,DGKK,True
caffeine,PPARG,PPARG,True
caffeine,PPFIA3,PPFIA3,True
caffeine,PPHLN1,PPHLN1,True
caffeine,SHH,SHH,True
caffeine,SSR3,SSR3,True
caffeine,STAG2,STAG2,True
caffeine,DGKZ,DGKZ,True
caffeine,DHX16,DHX16,True
caffeine,DHX8,DHX8,True
caffeine,PPIG,PPIG,True
caffeine,PPM1B,PPM1B,True
caffeine,STAR,STAR,True
caffeine,STARD4,STARD4,True
caffeine,STAT6,STAT6,True
caffeine,DICER1,DICER1,True
caffeine,DIS3L2,DIS3L2,True
caffeine,DLG5,DLG5,True
caffeine,STC2,STC2,True
caffeine,STIM2,STIM2,True
caffeine,STK17A,STK17A,True
caffeine,PPP1CA,PPP1CA,True
caffeine,PPP1R12A,PPP1R12A,True
caffeine,PPP1R16A,PPP1R16A,True
caffeine,DLX2,DLX2,True
caffeine,DMWD,DMWD,True
caffeine,DNAJA1,DNAJA1,True
caffeine,STK32B,STK32B,True
caffeine,STMN1,STMN1,True
caffeine,STRBP,STRBP,True
caffeine,PPP1R3E,PPP1R3E,True
caffeine,PPP2R2B,PPP2R2B,True
caffeine,PPP4R1,PPP4R1,True
caffeine,DNAJC16,DNAJC16,True
caffeine,DNMBP,DNMBP,True
caffeine,STRN,STRN,True
caffeine,STX12,STX12,True
caffeine,STX4A,STX4A,True
caffeine,PPP6R2,PPP6R2,True
caffeine,PRAG1,PRAG1,True
caffeine,STXBP5,STXBP5,True
caffeine,SUFU,SUFU,True
caffeine,DNMT3A,DNMT3A,True
caffeine,DOCK1,DOCK1,True
caffeine,DOK1,DOK1,True
caffeine,PRICKLE2,PRICKLE2,True
caffeine,PRKAA1,PRKAA1,True
caffeine,DOP1B,DOP1B,True
caffeine,DPP4,DPP4,True
caffeine,DRD2,DRD2,True
caffeine,SULT1A4,SULT1A4,True
caffeine,SUPT20H,SUPT20H,True
caffeine,SURF6,SURF6,True
caffeine,DRD2,DRD2,True
caffeine,FGF2,FGF2,True
caffeine,PRKAR1A,PRKAR1A,True
caffeine,PRKCD,PRKCD,True
caffeine,DSP,DSP,True
caffeine,DTNA,DTNA,True
caffeine,DUS3L,DUS3L,True
caffeine,SYMPK,SYMPK,True
caffeine,SYNE2,SYNE2,True
caffeine,PRKDC,PRKDC,True
caffeine,PRMT3,PRMT3,True
caffeine,SLC39A11,SLC39A11,True
caffeine,SLC43A2,SLC43A2,True
caffeine,SLC4A7,SLC4A7,True
caffeine,SLC60A2,SLC60A2,True
caffeine,SLC6A3,SLC6A3,True
caffeine,SLC8B1,SLC8B1,True
caffeine,SLC9B2,SLC9B2,True
caffeine,SLF2,SLF2,True
caffeine,SMAD1,SMAD1,True
caffeine,SMAD5,SMAD5,True
caffeine,SMARCA5,SMARCA5,True
caffeine,SMARCC2,SMARCC2,True
caffeine,SMC4,SMC4,True
caffeine,SMG7,SMG7,True
caffeine,SMN1,SMN1,True
caffeine,SMPD4,SMPD4,True
caffeine,SNAP25,SNAP25,True
caffeine,SNIP1,SNIP1,True
caffeine,SNRPC,SNRPC,True
caffeine,SNUPN,SNUPN,True
caffeine,SNX13,SNX13,True
caffeine,SNX3,SNX3,True
caffeine,SNX9,SNX9,True
caffeine,SOD1,SOD1,True
caffeine,SON,SON,True
caffeine,SORL1,SORL1,True
caffeine,SOX13,SOX13,True
caffeine,SOX9,SOX9,True
caffeine,SP2,SP2,True
caffeine,SPAG9,SPAG9,True
caffeine,SPATS2L,SPATS2L,True
caffeine,SPHKAP,SPHKAP,True
caffeine,SPIRE2,SPIRE2,True
caffeine,SPR,SPR,True
caffeine,SPRY4,SPRY4,True
caffeine,SQLE,SQLE,True
caffeine,SQSTM1,SQSTM1,True
caffeine,SRBD1,SRBD1,True
caffeine,SREBF1,SREBF1,True
caffeine,SREBF2,SREBF2,True
caffeine,SRF,SRF,True
caffeine,SRM,SRM,True
caffeine,SRPK2,SRPK2,True
caffeine,SRSF1,SRSF1,True
caffeine,MED12,MED12,True
caffeine,MED17,MED17,True
caffeine,MEF2A,MEF2A,True
caffeine,MELK,MELK,True
caffeine,MET,MET,True
caffeine,METTL25,METTL25,True
caffeine,METTL3,METTL3,True
caffeine,MFF,MFF,True
caffeine,MFSD6,MFSD6,True
caffeine,MGST1,MGST1,True
caffeine,MICAL1,MICAL1,True
caffeine,MIDEAS,MIDEAS,True
caffeine,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3B",cgmp inhibited 3 5 cyclic phosphodiesterase 3b,False
caffeine,"3',5'-cyclic-AMP phosphodiesterase 4B",3 5 cyclic amp phosphodiesterase 4b,False
caffeine,"3',5'-cyclic-AMP phosphodiesterase 4C",3 5 cyclic amp phosphodiesterase 4c,False
caffeine,MIER2,MIER2,True
caffeine,MINDY1,MINDY1,True
caffeine,MIR101A,MIR101A,True
caffeine,"3',5'-cyclic-AMP phosphodiesterase 7B",3 5 cyclic amp phosphodiesterase 7b,False
caffeine,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3B",cgmp inhibited 3 5 cyclic phosphodiesterase 3b,False
caffeine,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",dual specificity calcium calmodulin dependent 3 5 cyclic nucleotide phosphodiesterase 1a,False
caffeine,MISP,MISP,True
caffeine,MLF2,MLF2,True
caffeine,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",dual specificity calcium calmodulin dependent 3 5 cyclic nucleotide phosphodiesterase 1b,False
caffeine,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B",high affinity camp specific and ibmx insensitive 3 5 cyclic phosphodiesterase 8b,False
caffeine,DNA-dependent protein kinase catalytic subunit,dna dependent protein kinase catalytic subunit,False
caffeine,MMP13,MMP13,True
caffeine,MNDA,MNDA,True
caffeine,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR1",inositol 1 4 5 trisphosphate gated calcium channel itpr1,False
caffeine,Cytochrome P450 1A2,cytochrome p450 1a2,False
caffeine,Cytochrome P450 2C9,cytochrome p450 2c9,False
caffeine,Broad substrate specificity ATP-binding cassette transporter ABCG2,broad substrate specificity atp binding cassette transporter abcg2,False
caffeine,MORC2,MORC2,True
caffeine,MPG,MPG,True
caffeine,RyR2,ryr2,False
caffeine,MPRIP,MPRIP,True
caffeine,MRM3,MRM3,True
caffeine,MRPL4,MRPL4,True
caffeine,MRTFB,MRTFB,True
caffeine,MSL1,MSL1,True
caffeine,NSFL1C,NSFL1C,True
caffeine,NTRK2,NTRK2,True
caffeine,NUCKS1,NUCKS1,True
caffeine,NUP133,NUP133,True
caffeine,NUP210,NUP210,True
caffeine,NUP58,NUP58,True
caffeine,NUP98,NUP98,True
caffeine,NXF1,NXF1,True
caffeine,OCLN,OCLN,True
caffeine,OGFR,OGFR,True
caffeine,OPTN,OPTN,True
caffeine,ORM1,ORM1,True
caffeine,OSBPL10,OSBPL10,True
caffeine,OSBPL9,OSBPL9,True
caffeine,OSTM1,OSTM1,True
caffeine,OTPA,OTPA,True
caffeine,OTUD7B,OTUD7B,True
caffeine,P3H3,P3H3,True
caffeine,PABIR2,PABIR2,True
caffeine,PACSIN2,PACSIN2,True
caffeine,PAK1,PAK1,True
caffeine,PAK2,PAK2,True
caffeine,PALM3,PALM3,True
caffeine,PAPOLA,PAPOLA,True
caffeine,PARG,PARG,True
caffeine,PARP1,PARP1,True
caffeine,PARP1,PARP1,True
caffeine,PARVG,PARVG,True
caffeine,PAWR,PAWR,True
caffeine,PBRM1,PBRM1,True
caffeine,PCBP2,PCBP2,True
caffeine,PCK2,PCK2,True
caffeine,PCNP,PCNP,True
caffeine,PCSK9,PCSK9,True
caffeine,PCYT1B,PCYT1B,True
caffeine,PDCD4,PDCD4,True
caffeine,PDE5A,PDE5A,True
caffeine,PDIA4,PDIA4,True
caffeine,PDLIM5,PDLIM5,True
caffeine,PEA15,PEA15,True
caffeine,PEG3,PEG3,True
caffeine,PEX14,PEX14,True
caffeine,PFKM,PFKM,True
caffeine,PGAP2,PGAP2,True
caffeine,PGK2,PGK2,True
caffeine,PGR,PGR,True
caffeine,PHACTR4,PHACTR4,True
caffeine,PHC3,PHC3,True
caffeine,PHF10,PHF10,True
caffeine,PHF23,PHF23,True
caffeine,DUSP8,DUSP8,True
caffeine,DYNC1H1,DYNC1H1,True
caffeine,DYRK1A,DYRK1A,True
caffeine,SYTL1,SYTL1,True
caffeine,TAB2,TAB2,True
caffeine,MTSS1,MTSS1,True
caffeine,MUC16,MUC16,True
caffeine,MVB12B,MVB12B,True
caffeine,E2F4,E2F4,True
caffeine,EAF2,EAF2,True
caffeine,ECD,ECD,True
caffeine,TAF1C,TAF1C,True
caffeine,TAF4,TAF4,True
caffeine,TAF9,TAF9,True
caffeine,MYBBP1A,MYBBP1A,True
caffeine,MYC,MYC,True
caffeine,ECI2,ECI2,True
caffeine,EDC4,EDC4,True
caffeine,EEF1A1,EEF1A1,True
caffeine,TANC1,TANC1,True
caffeine,TAPT1,TAPT1,True
caffeine,TASOR2,TASOR2,True
caffeine,MYL6B,MYL6B,True
caffeine,MYO18A,MYO18A,True
caffeine,MYO5A,MYO5A,True
caffeine,TBC1D16,TBC1D16,True
caffeine,TBC1D23,TBC1D23,True
caffeine,TBC1D8,TBC1D8,True
caffeine,EEF1AKMT1,EEF1AKMT1,True
caffeine,EEF1D,EEF1D,True
caffeine,EEF2K,EEF2K,True
caffeine,MYO7A,MYO7A,True
caffeine,MYRF,MYRF,True
caffeine,NAB1,NAB1,True
caffeine,TBC1D8B,TBC1D8B,True
caffeine,TBK1,TBK1,True
caffeine,TBX2,TBX2,True
caffeine,EFNA1,EFNA1,True
caffeine,EGFL7,EGFL7,True
caffeine,NADK2,NADK2,True
caffeine,NASP,NASP,True
caffeine,NAV2,NAV2,True
caffeine,TCF12,TCF12,True
caffeine,TCHP,TCHP,True
caffeine,TDO2,TDO2,True
caffeine,EHBP1L1,EHBP1L1,True
caffeine,EHHADH,EHHADH,True
caffeine,NCAPD2,NCAPD2,True
caffeine,NCBP3,NCBP3,True
caffeine,EIF2AK1,EIF2AK1,True
caffeine,EIF2S2,EIF2S2,True
caffeine,TDP2,TDP2,True
caffeine,TEAD3,TEAD3,True
caffeine,TET2,TET2,True
caffeine,NCOA2,NCOA2,True
caffeine,NCOR1,NCOR1,True
caffeine,NDC80,NDC80,True
caffeine,EIF3H,EIF3H,True
caffeine,EIF3M,EIF3M,True
caffeine,TEX2,TEX2,True
caffeine,TFDP1,TFDP1,True
caffeine,TFPT,TFPT,True
caffeine,NDEL1,NDEL1,True
caffeine,NDUFB5,NDUFB5,True
caffeine,NECTIN2,NECTIN2,True
caffeine,EIF4E,EIF4E,True
caffeine,EIF4ENIF1,EIF4ENIF1,True
caffeine,EIF5,EIF5,True
caffeine,TGFBR1,TGFBR1,True
caffeine,TGS1,TGS1,True
caffeine,NECTIN3,NECTIN3,True
caffeine,NEFH,NEFH,True
caffeine,NEK4,NEK4,True
caffeine,EIPR1,EIPR1,True
caffeine,ELF2,ELF2,True
caffeine,ELL2,ELL2,True
caffeine,THOC1,THOC1,True
caffeine,THRAP3,THRAP3,True
caffeine,THUMPD3,THUMPD3,True
caffeine,NES,NES,True
caffeine,NFAT5,NFAT5,True
caffeine,ELP3,ELP3,True
caffeine,EMG1,EMG1,True
caffeine,NFIC,NFIC,True
caffeine,NFKB2,NFKB2,True
caffeine,NFRKB,NFRKB,True
caffeine,TICRR,TICRR,True
caffeine,TJAP1,TJAP1,True
caffeine,TKT,TKT,True
caffeine,ENO2,ENO2,True
caffeine,EP400,EP400,True
