uniprot_accession,protein_name,pathway,compound
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001330,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001330,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001330,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001330,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001334,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001334,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001334,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001334,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001334,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001334,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001334,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001334,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001334,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001338,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001338,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001338,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001338,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001338,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001338,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001338,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001338,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001338,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001342,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001342,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001342,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001342,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001342,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001342,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001342,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001342,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001342,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001342,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001342,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001346,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001346,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001346,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001346,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001346,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001346,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001346,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001346,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001346,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001346,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001346,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001350,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001350,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001350,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001350,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001350,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001350,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001350,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001350,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001350,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001350,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001350,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001354,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001354,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001354,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001354,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001354,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001354,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001354,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001354,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001354,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001354,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001354,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001358,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001358,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001358,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001358,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001358,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001358,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001358,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001358,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001358,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001358,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001358,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001362,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001362,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001362,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001362,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001362,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001362,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001362,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001362,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001362,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001362,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001362,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001366,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001366,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001366,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001366,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001366,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001366,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001366,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001366,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001366,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001366,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001366,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001370,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001370,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001370,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001370,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001370,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001370,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001370,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001370,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001374,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001374,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001374,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001374,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001374,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001374,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001374,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001374,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001374,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001374,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001374,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001378,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001378,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001378,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001378,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001378,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001378,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001378,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001378,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001378,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001378,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001378,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001378,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001378,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001382,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001382,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001382,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001382,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001382,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001382,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001382,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001382,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001382,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001382,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001382,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001386,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001386,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001386,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001386,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001386,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001386,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001386,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001386,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001386,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001386,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001386,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001390,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001390,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001390,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001390,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001390,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001390,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001390,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001390,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001390,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001390,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001390,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001394,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001394,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001394,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001394,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001394,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001394,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001394,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001394,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001394,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001394,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001394,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001398,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001398,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001398,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001398,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001398,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001398,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001398,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001398,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001398,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001398,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001398,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001398,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001398,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001402,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001402,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001402,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001402,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001402,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001402,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001402,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001402,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001402,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001402,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001402,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001406,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001406,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001406,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001406,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001406,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001406,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001406,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001406,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001406,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001406,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001410,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001410,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001410,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001410,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001410,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001410,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001410,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001410,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001410,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001414,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001414,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001414,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001414,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001414,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001414,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001414,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001414,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001414,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001418,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001418,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001418,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001418,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001418,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001418,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001418,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001418,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001418,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001418,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001418,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001422,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001422,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001422,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001422,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001422,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001422,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001422,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001422,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001422,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001422,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001426,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001426,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001426,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001426,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001426,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001426,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001426,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001426,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001426,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001426,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001426,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001430,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001430,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001430,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001430,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001430,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001430,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001430,Ethanolamine
