action,actname,actvalue,cid,citations,cmpdname,dois,dsn,evids,evurls,geneid,genename,pclids,pmcids,pmids,protacxn,protname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,taxid,taxname
Caffeine results in increased expression of UGT1A1 mRNA,,,2519,"Takakusa H, Masumoto H, Mitsuru A, Okazaki O, Sudo K. Markers of electrophilic stress caused by chemically reactive metabolites in human hepatocytes. Drug Metab Dispos. 2008 May;36(5):816–23. doi: 10.1124/dmd.107.018002. PMID: 18227147.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:18227147,https://www.ncbi.nlm.nih.gov/pubmed/18227147,54658,UGT1A1,1691806,,18227147,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,54658,UGT1A1,https://ctdbase.org/detail.go?type=gene&acc=54658,9606,Homo sapiens (human)
Caffeine inhibits the reaction [resveratrol results in increased expression of ULBP2 protein],,,2519,"Luis Espinoza J, Takami A, Trung LQ, Nakao S. Ataxia–telangiectasia mutated kinase-mediated upregulation of <scp>NKG</scp>2<scp>D</scp> ligands on leukemia cells by resveratrol results in enhanced natural killer cell susceptibility. Cancer Science. 2013 Apr 26;104(6):657–62. doi: 10.1111/cas.12141.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:23445485,https://www.ncbi.nlm.nih.gov/pubmed/23445485,80328,ULBP2,12730996,PMC7657230,23445485,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,80328,ULBP2,https://ctdbase.org/detail.go?type=gene&acc=80328,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of UNC13B protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,10497,UNC13B,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,10497,UNC13B,https://ctdbase.org/detail.go?type=gene&acc=10497,9606,Homo sapiens (human)
Caffeine results in decreased expression of UNCX mRNA,,,2519,"Marikawa Y, Chen H, Menor M, Deng Y, Alarcon VB. Exposure-based assessment of chemical teratogenicity using morphogenetic aggregates of human embryonic stem cells. Reproductive Toxicology. 2020 Jan;91():74–91. doi: 10.1016/j.reprotox.2019.10.004.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:31711903,https://www.ncbi.nlm.nih.gov/pubmed/31711903,340260,UNCX,3327879,PMC6980740,31711903,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,340260,UNCX,https://ctdbase.org/detail.go?type=gene&acc=340260,9606,Homo sapiens (human)
Caffeine results in decreased expression of UQCRC1 mRNA,,,2519,"Hermsen SA, Pronk TE, van den Brandhof EJ, van der Ven LT, Piersma AH. Transcriptomic analysis in the developing zebrafish embryo after compound exposure: individual gene expression and pathway regulation. Toxicol Appl Pharmacol. 2013 Oct 01;272(1):161–71. doi: 10.1016/j.taap.2013.05.037. PMID: 23774253.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:23774253,https://www.ncbi.nlm.nih.gov/pubmed/23774253,7384,UQCRC1,3857667,,23774253,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,7384,UQCRC1,https://ctdbase.org/detail.go?type=gene&acc=7384,7955,Danio rerio (zebrafish)
Caffeine results in increased phosphorylation of USO1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,8615,USO1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,8615,USO1,https://ctdbase.org/detail.go?type=gene&acc=8615,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of USP31 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,57478,USP31,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,57478,USP31,https://ctdbase.org/detail.go?type=gene&acc=57478,9606,Homo sapiens (human)
Caffeine results in increased phosphorylation of USP37 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,57695,USP37,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,57695,USP37,https://ctdbase.org/detail.go?type=gene&acc=57695,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of USP5 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,8078,USP5,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,8078,USP5,https://ctdbase.org/detail.go?type=gene&acc=8078,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of USP8 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,9101,USP8,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,9101,USP8,https://ctdbase.org/detail.go?type=gene&acc=9101,9606,Homo sapiens (human)
Caffeine results in decreased expression of UTP18 mRNA,,,2519,"Robinson JF, van Beelen VA, Verhoef A, Renkens MF, Luijten M, van Herwijnen MH, Westerman A, Pennings JL, Piersma AH. Embryotoxicant-specific transcriptomic responses in rat postimplantation whole-embryo culture. Toxicol Sci. 2010 Dec;118(2):675–85. doi: 10.1093/toxsci/kfq292. PMID: 20864626.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:20864626,https://www.ncbi.nlm.nih.gov/pubmed/20864626,51096,UTP18,22780097,,20864626,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,51096,UTP18,https://ctdbase.org/detail.go?type=gene&acc=51096,10116,Rattus norvegicus (Norway rat)
Caffeine results in decreased phosphorylation of STX17 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,55014,STX17,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,55014,STX17,https://ctdbase.org/detail.go?type=gene&acc=55014,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of STX7 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,8417,STX7,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,8417,STX7,https://ctdbase.org/detail.go?type=gene&acc=8417,9606,Homo sapiens (human)
Caffeine results in increased phosphorylation of SUDS3 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,64426,SUDS3,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,64426,SUDS3,https://ctdbase.org/detail.go?type=gene&acc=64426,9606,Homo sapiens (human)
Caffeine results in increased expression of SULT1A1 protein|caffeine results in increased expression of SULT1A1 mRNA,,,2519,"Zhou T, Chen Y, Huang C, Chen G. Caffeine induction of sulfotransferases in rat liver and intestine. J Appl Toxicol. 2012 Oct;32(10):804–9. PMID: 21721019; PMCID: PMC3189438.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:21721019,https://www.ncbi.nlm.nih.gov/pubmed/21721019,6817,SULT1A1,17405914,PMC3189438,21721019,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,6817,SULT1A1,https://ctdbase.org/detail.go?type=gene&acc=6817,10116,Rattus norvegicus (Norway rat)
Caffeine results in increased phosphorylation of SUN2 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,25777,SUN2,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,25777,SUN2,https://ctdbase.org/detail.go?type=gene&acc=25777,9606,Homo sapiens (human)
Caffeine results in increased phosphorylation of SUPT5H protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,6829,SUPT5H,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,6829,SUPT5H,https://ctdbase.org/detail.go?type=gene&acc=6829,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of SUV39H1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,6839,SUV39H1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,6839,SUV39H1,https://ctdbase.org/detail.go?type=gene&acc=6839,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of SYAP1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,94056,SYAP1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,94056,SYAP1,https://ctdbase.org/detail.go?type=gene&acc=94056,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of SYNCRIP protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,10492,SYNCRIP,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,10492,SYNCRIP,https://ctdbase.org/detail.go?type=gene&acc=10492,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of SYNJ2 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,8871,SYNJ2,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,8871,SYNJ2,https://ctdbase.org/detail.go?type=gene&acc=8871,9606,Homo sapiens (human)
"Caffeine inhibits the reaction [1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine results in increased expression of SYT4 mrna]|[caffeine co-treated with 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine] results in increased expression of SYT4 mRNA",,,2519,"Singh K, Singh S, Singhal NK, Sharma A, Parmar D, Singh MP. Nicotine- and caffeine-mediated changes in gene expression patterns of MPTP-lesioned mouse striatum: Implications in neuroprotection mechanism. Chem Biol Interact. 2010 Apr 29;185(2):81–93. doi: 10.1016/j.cbi.2010.03.015. PMID: 20230807.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:20230807,https://www.ncbi.nlm.nih.gov/pubmed/20230807,6860,SYT4,6562262,,20230807,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,6860,SYT4,https://ctdbase.org/detail.go?type=gene&acc=6860,10090,Mus musculus (house mouse)
Caffeine results in decreased phosphorylation of SZRD1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,26099,SZRD1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,26099,SZRD1,https://ctdbase.org/detail.go?type=gene&acc=26099,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of TACC1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,6867,TACC1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,6867,TACC1,https://ctdbase.org/detail.go?type=gene&acc=6867,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of TAF1C protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,9013,TAF1C,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,9013,TAF1C,https://ctdbase.org/detail.go?type=gene&acc=9013,9606,Homo sapiens (human)
Caffeine results in increased phosphorylation of TAF4 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,6874,TAF4,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,6874,TAF4,https://ctdbase.org/detail.go?type=gene&acc=6874,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of TAF9 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,6880,TAF9,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,6880,TAF9,https://ctdbase.org/detail.go?type=gene&acc=6880,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of TANK protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,10010,TANK,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,10010,TANK,https://ctdbase.org/detail.go?type=gene&acc=10010,9606,Homo sapiens (human)
